Time,Level,Indicator,Valve,Pump
64933,790,H,open,on
64934,791,H,open,on
64935,792,H,open,on
64936,793,H,open,on
64937,794,H,open,on
64938,795,H,open,on
64939,796,H,open,on
64940,797,H,open,on
64941,798,H,open,on
64942,799,H,open,on
64943,800,H,open,on
64944,801,HH,transitioning,on
64945,773,H,transitioning,on
64946,745,H,transitioning,on
64947,717,H,open,on
64948,718,H,open,on
64949,719,H,open,on
64950,720,H,open,on
64951,721,H,open,on
64952,722,H,open,on
64953,723,H,open,on
64954,724,H,open,on
64955,725,H,open,on
64956,726,H,open,on
64957,727,H,open,on
64958,728,H,open,on
64959,729,H,open,on
64960,730,H,open,on
64961,731,H,open,on
64962,732,H,open,on
64963,733,H,open,on
64964,734,H,open,on
64965,735,H,open,on
64966,736,H,open,on
64967,737,H,open,on
64968,738,H,open,on
64969,739,H,open,on
64970,740,H,open,on
64971,741,H,open,on
64972,742,H,open,on
64973,743,H,open,on
64974,744,H,open,on
64975,745,H,open,on
64976,746,H,open,on
64977,747,H,open,on
64978,748,H,open,on
64979,749,H,open,on
64980,750,H,open,on
64981,751,H,open,on
64982,752,H,open,on
64983,753,H,open,on
64984,754,H,open,on
64985,755,H,open,on
64986,756,H,open,on
64987,757,H,open,on
64988,758,H,open,on
64989,759,H,open,on
64990,760,H,open,on
64991,761,H,open,on
64992,762,H,open,on
64993,763,H,open,on
64994,764,H,open,on
64995,765,H,open,on
64996,766,H,open,on
64997,767,H,open,on
64998,768,H,open,on
64999,769,H,open,on
65000,770,H,open,on
65001,771,H,open,on
65002,772,H,open,on
65003,773,H,open,on
65004,774,H,open,on
65005,775,H,open,on
65006,776,H,open,on
65007,777,H,open,on
65008,778,H,open,on
65009,779,H,open,on
65010,780,H,open,on
65011,781,H,open,on
65012,782,H,open,on
65013,783,H,open,on
65014,784,H,open,on
65015,785,H,open,on
65016,786,H,open,on
65017,787,H,open,on
65018,788,H,open,on
65019,789,H,open,on
65020,790,H,open,on
65021,791,H,open,on
65022,792,H,open,on
65023,793,H,open,on
65024,794,H,open,on
65025,795,H,open,on
65026,796,H,open,on
65027,797,H,open,on
65028,798,H,open,on
65029,799,H,open,on
65030,800,H,open,on
65031,801,HH,transitioning,on
65032,773,H,transitioning,on
65033,745,H,transitioning,on
65034,717,H,open,on
65035,718,H,open,on
65036,719,H,open,on
65037,720,H,open,on
65038,721,H,open,on
65039,722,H,open,on
65040,723,H,open,on
65041,724,H,open,on
65042,725,H,open,on
65043,726,H,open,on
65044,727,H,open,on
65045,728,H,open,on
65046,729,H,open,on
65047,730,H,open,on
65048,731,H,open,on
65049,732,H,open,on
65050,733,H,open,on
65051,734,H,open,on
65052,735,H,open,on
65053,736,H,open,on
65054,737,H,open,on
65055,738,H,open,on
65056,739,H,open,on
65057,740,H,open,on
65058,741,H,open,on
65059,742,H,open,on
65060,743,H,open,on
65061,744,H,open,on
65062,745,H,open,on
65063,746,H,open,on
65064,747,H,open,on
65065,748,H,open,on
65066,749,H,open,on
65067,750,H,open,on
65068,751,H,open,on
65069,752,H,open,on
65070,753,H,open,on
65071,754,H,open,on
65072,755,H,open,on
65073,756,H,open,on
65074,757,H,open,on
65075,758,H,open,on
65076,759,H,open,on
65077,760,H,open,on
65078,761,H,open,on
65079,762,H,open,on
65080,763,H,open,on
65081,764,H,open,on
65082,765,H,open,on
65083,766,H,open,on
65084,767,H,open,on
65085,768,H,open,on
65086,769,H,open,on
65087,770,H,open,on
65088,771,H,open,on
65089,772,H,open,on
65090,773,H,open,on
65091,774,H,open,on
65092,775,H,open,on
65093,776,H,open,on
65094,777,H,open,on
65095,778,H,open,on
65096,779,H,open,on
65097,780,H,open,on
65098,781,H,open,on
65099,782,H,open,on
65100,783,H,open,on
65101,784,H,open,on
65102,785,H,open,on
65103,786,H,open,on
65104,787,H,open,on
65105,788,H,open,on
65106,789,H,open,on
65107,790,H,open,on
65108,791,H,open,on
65109,792,H,open,on
65110,793,H,open,on
65111,794,H,open,on
65112,795,H,open,on
65113,796,H,open,on
65114,797,H,open,on
65115,798,H,open,on
65116,799,H,open,on
65117,800,H,open,on
65118,801,HH,transitioning,on
65119,773,H,transitioning,on
65120,745,H,transitioning,on
65121,717,H,open,on
65122,718,H,open,on
65123,719,H,open,on
65124,720,H,open,on
65125,721,H,open,on
65126,722,H,open,on
65127,723,H,open,on
65128,724,H,open,on
65129,725,H,open,on
65130,726,H,open,on
65131,727,H,open,on
65132,728,H,open,on
65133,729,H,open,on
65134,730,H,open,on
65135,731,H,open,on
65136,732,H,open,on
65137,733,H,open,on
65138,734,H,open,on
65139,735,H,open,on
65140,736,H,open,on
65141,737,H,open,on
65142,738,H,open,on
65143,739,H,open,on
65144,740,H,open,on
65145,741,H,open,on
65146,742,H,open,on
65147,743,H,open,on
65148,744,H,open,on
65149,745,H,open,on
65150,746,H,open,on
65151,747,H,open,on
65152,748,H,open,on
65153,749,H,open,on
65154,750,H,open,on
65155,751,H,open,on
65156,752,H,open,on
65157,753,H,open,on
65158,754,H,open,on
65159,755,H,open,on
65160,756,H,open,on
65161,757,H,open,on
65162,758,H,open,on
65163,759,H,open,on
65164,760,H,open,on
65165,761,H,open,on
65166,762,H,open,on
65167,763,H,open,on
65168,764,H,open,on
65169,765,H,open,on
65170,766,H,open,on
65171,767,H,open,on
65172,768,H,open,on
65173,769,H,open,on
65174,770,H,open,on
65175,771,H,open,on
65176,772,H,open,on
65177,773,H,open,on
65178,774,H,open,on
65179,775,H,open,on
65180,776,H,open,on
65181,777,H,open,on
65182,778,H,open,on
65183,779,H,open,on
65184,780,H,open,on
65185,781,H,open,on
65186,782,H,open,on
65187,783,H,open,on
65188,784,H,open,on
65189,785,H,open,on
65190,786,H,open,on
65191,787,H,open,on
65192,788,H,open,on
65193,789,H,open,on
65194,790,H,open,on
65195,791,H,open,on
65196,792,H,open,on
65197,793,H,open,on
65198,794,H,open,on
65199,795,H,open,on
65200,796,H,open,on
65201,797,H,open,on
65202,798,H,open,on
65203,799,H,open,on
65204,800,H,open,on
65205,801,HH,transitioning,on
65206,773,H,transitioning,on
65207,745,H,transitioning,on
65208,717,H,open,on
65209,718,H,open,on
65210,719,H,open,on
65211,720,H,open,on
65212,721,H,open,on
65213,722,H,open,on
65214,723,H,open,on
65215,724,H,open,on
65216,725,H,open,on
65217,726,H,open,on
65218,727,H,open,on
65219,728,H,open,on
65220,729,H,open,on
65221,730,H,open,on
65222,731,H,open,on
65223,732,H,open,on
65224,733,H,open,on
65225,734,H,open,on
65226,735,H,open,on
65227,736,H,open,on
65228,737,H,open,on
65229,738,H,open,on
65230,739,H,open,on
65231,740,H,open,on
65232,741,H,open,on
65233,742,H,open,on
65234,743,H,open,on
65235,744,H,open,on
65236,745,H,open,on
65237,746,H,open,on
65238,747,H,open,on
65239,748,H,open,on
65240,749,H,open,on
65241,750,H,open,on
65242,751,H,open,on
65243,752,H,open,on
65244,753,H,open,on
65245,754,H,open,on
65246,755,H,open,on
65247,756,H,open,on
65248,757,H,open,on
65249,758,H,open,on
65250,759,H,open,on
65251,760,H,open,on
65252,761,H,open,on
65253,762,H,open,on
65254,763,H,open,on
65255,764,H,open,on
65256,765,H,open,on
65257,766,H,open,on
65258,767,H,open,on
65259,768,H,open,on
65260,769,H,open,on
65261,770,H,open,on
65262,771,H,open,on
65263,772,H,open,on
65264,773,H,open,on
65265,774,H,open,on
65266,775,H,open,on
65267,776,H,open,on
65268,777,H,open,on
65269,778,H,open,on
65270,779,H,open,on
65271,780,H,open,on
65272,781,H,open,on
65273,782,H,open,on
65274,783,H,open,on
65275,784,H,open,on
65276,785,H,open,on
65277,786,H,open,on
65278,787,H,open,on
65279,788,H,open,on
65280,789,H,open,on
65281,790,H,open,on
65282,791,H,open,on
65283,792,H,open,on
65284,793,H,open,on
65285,794,H,open,on
65286,795,H,open,on
65287,796,H,open,on
65288,797,H,open,on
65289,798,H,open,on
65290,799,H,open,on
65291,800,H,open,on
65292,801,HH,transitioning,on
65293,773,H,transitioning,on
65294,745,H,transitioning,on
65295,717,H,open,on
65296,718,H,open,on
65297,719,H,open,on
65298,720,H,open,on
65299,721,H,open,on
65300,722,H,open,on
65301,723,H,open,on
65302,724,H,open,on
65303,725,H,open,on
65304,726,H,open,on
65305,727,H,open,on
65306,728,H,open,on
65307,729,H,open,on
65308,730,H,open,on
65309,731,H,open,on
65310,732,H,open,on
65311,733,H,open,on
65312,734,H,open,on
65313,735,H,open,on
65314,736,H,open,on
65315,737,H,open,on
65316,738,H,open,on
65317,739,H,open,on
65318,740,H,open,on
65319,741,H,open,on
65320,742,H,open,on
65321,743,H,open,on
65322,744,H,open,on
65323,745,H,open,on
65324,746,H,open,on
65325,747,H,open,on
65326,748,H,open,on
65327,749,H,open,on
65328,750,H,open,on
65329,751,H,open,on
65330,752,H,open,on
65331,753,H,open,on
65332,754,H,open,on
65333,755,H,open,on
65334,756,H,open,on
65335,757,H,open,on
65336,758,H,open,on
65337,759,H,open,on
65338,760,H,open,on
65339,761,H,open,on
65340,762,H,open,on
65341,763,H,open,on
65342,764,H,open,on
65343,765,H,open,on
65344,766,H,open,on
65345,767,H,open,on
65346,768,H,open,on
65347,769,H,open,on
65348,770,H,open,on
65349,771,H,open,on
65350,772,H,open,on
65351,773,H,open,on
65352,774,H,open,on
65353,775,H,open,on
65354,776,H,open,on
65355,777,H,open,on
65356,778,H,open,on
65357,779,H,open,on
65358,780,H,open,on
65359,781,H,open,on
65360,782,H,open,on
65361,783,H,open,on
65362,784,H,open,on
65363,785,H,open,on
65364,786,H,open,on
65365,787,H,open,on
65366,788,H,open,on
65367,789,H,open,on
65368,790,H,open,on
65369,791,H,open,on
65370,792,H,open,on
65371,793,H,open,on
65372,794,H,open,on
65373,795,H,open,on
65374,796,H,open,on
65375,797,H,open,on
65376,798,H,open,on
65377,799,H,open,on
65378,800,H,open,on
65379,801,HH,transitioning,on
65380,773,H,transitioning,on
65381,745,H,transitioning,on
65382,717,H,open,on
65383,718,H,open,on
65384,719,H,open,on
65385,720,H,open,on
65386,721,H,open,on
65387,722,H,open,on
65388,723,H,open,on
65389,724,H,open,on
65390,725,H,open,on
65391,726,H,open,on
65392,727,H,open,on
65393,728,H,open,on
65394,729,H,open,on
65395,730,H,open,on
65396,731,H,open,on
65397,732,H,open,on
65398,733,H,open,on
65399,734,H,open,on
65400,735,H,open,on
65401,736,H,open,on
65402,737,H,open,on
65403,738,H,open,on
65404,739,H,open,on
65405,740,H,open,on
65406,741,H,open,on
65407,742,H,open,on
65408,743,H,open,on
65409,744,H,open,on
65410,745,H,open,on
65411,746,H,open,on
65412,747,H,open,on
65413,748,H,open,on
65414,749,H,open,on
65415,750,H,open,on
65416,751,H,open,on
65417,752,H,open,on
65418,753,H,open,on
65419,754,H,open,on
65420,755,H,open,on
65421,756,H,open,on
65422,757,H,open,on
65423,758,H,open,on
65424,759,H,open,on
65425,760,H,open,on
65426,761,H,open,on
65427,762,H,open,on
65428,763,H,open,on
65429,764,H,open,on
65430,765,H,open,on
65431,766,H,open,on
65432,767,H,open,on
65433,768,H,open,on
65434,769,H,open,on
65435,770,H,open,on
65436,771,H,open,on
65437,772,H,open,on
65438,773,H,open,on
65439,774,H,open,on
65440,775,H,open,on
65441,776,H,open,on
65442,777,H,open,on
65443,778,H,open,on
65444,779,H,open,on
65445,780,H,open,on
65446,781,H,open,on
65447,782,H,open,on
65448,783,H,open,on
65449,784,H,open,on
65450,785,H,open,on
65451,786,H,open,on
65452,787,H,open,on
65453,788,H,open,on
65454,789,H,open,on
65455,790,H,open,on
65456,791,H,open,on
65457,792,H,open,on
65458,793,H,open,on
65459,794,H,open,on
65460,795,H,open,on
65461,796,H,open,on
65462,797,H,open,on
65463,798,H,open,on
65464,799,H,open,on
65465,800,H,open,on
65466,801,HH,transitioning,on
65467,773,H,transitioning,on
65468,745,H,transitioning,on
65469,717,H,open,on
65470,718,H,open,on
65471,719,H,open,on
65472,720,H,open,on
65473,721,H,open,on
65474,722,H,open,on
65475,723,H,open,on
65476,724,H,open,on
65477,725,H,open,on
65478,726,H,open,on
65479,727,H,open,on
65480,728,H,open,on
65481,729,H,open,on
65482,730,H,open,on
65483,731,H,open,on
65484,732,H,open,on
65485,733,H,open,on
65486,734,H,open,on
65487,735,H,open,on
65488,736,H,open,on
65489,737,H,open,on
65490,738,H,open,on
65491,739,H,open,on
65492,740,H,open,on
65493,741,H,open,on
65494,742,H,open,on
65495,743,H,open,on
65496,744,H,open,on
65497,745,H,open,on
65498,746,H,open,on
65499,747,H,open,on
65500,748,H,open,on
65501,749,H,open,on
65502,750,H,open,on
65503,751,H,open,on
65504,752,H,open,on
65505,753,H,open,on
65506,754,H,open,on
65507,755,H,open,on
65508,756,H,open,on
65509,757,H,open,on
65510,758,H,open,on
65511,759,H,open,on
65512,760,H,open,on
65513,761,H,open,on
65514,762,H,open,on
65515,763,H,open,on
65516,764,H,open,on
65517,765,H,open,on
65518,766,H,open,on
65519,767,H,open,on
65520,768,H,open,on
65521,769,H,open,on
65522,770,H,open,on
65523,771,H,open,on
65524,772,H,open,on
65525,773,H,open,on
65526,774,H,open,on
65527,775,H,open,on
65528,776,H,open,on
65529,777,H,open,on
65530,778,H,open,on
65531,779,H,open,on
65532,780,H,open,on
65533,781,H,open,on
65534,782,H,open,on
65535,783,H,open,on
65536,784,H,open,on
65537,785,H,open,on
65538,786,H,open,on
65539,787,H,open,on
65540,788,H,open,on
65541,789,H,open,on
65542,790,H,open,on
65543,791,H,open,on
65544,792,H,open,on
65545,793,H,open,on
65546,794,H,open,on
65547,795,H,open,on
65548,796,H,open,on
65549,797,H,open,on
65550,798,H,open,on
65551,799,H,open,on
65552,800,H,open,on
65553,801,HH,transitioning,on
65554,773,H,transitioning,on
65555,745,H,transitioning,on
65556,717,H,open,on
65557,718,H,open,on
65558,719,H,open,on
65559,720,H,open,on
65560,721,H,open,on
65561,722,H,open,on
65562,723,H,open,on
65563,724,H,open,on
65564,725,H,open,on
65565,726,H,open,on
65566,727,H,open,on
65567,728,H,open,on
65568,729,H,open,on
65569,730,H,open,on
65570,731,H,open,on
65571,732,H,open,on
65572,733,H,open,on
65573,734,H,open,on
65574,735,H,open,on
65575,736,H,open,on
65576,737,H,open,on
65577,738,H,open,on
65578,739,H,open,on
65579,740,H,open,on
65580,741,H,open,on
65581,742,H,open,on
65582,743,H,open,on
65583,744,H,open,on
65584,745,H,open,on
65585,746,H,open,on
65586,747,H,open,on
65587,748,H,open,on
65588,749,H,open,on
65589,750,H,open,on
65590,751,H,open,on
65591,752,H,open,on
65592,753,H,open,on
65593,754,H,open,on
65594,755,H,open,on
65595,756,H,open,on
65596,757,H,open,on
65597,758,H,open,on
65598,759,H,open,on
65599,760,H,open,on
65600,761,H,open,on
65601,762,H,open,on
65602,763,H,open,on
65603,764,H,open,on
65604,765,H,open,on
65605,766,H,open,on
65606,767,H,open,on
65607,768,H,open,on
65608,769,H,open,on
65609,770,H,open,on
65610,771,H,open,on
65611,772,H,open,on
65612,773,H,open,on
65613,774,H,open,on
65614,775,H,open,on
65615,776,H,open,on
65616,777,H,open,on
65617,778,H,open,on
65618,779,H,open,on
65619,780,H,open,on
65620,781,H,open,on
65621,782,H,open,on
65622,783,H,open,on
65623,784,H,open,on
65624,785,H,open,on
65625,786,H,open,on
65626,787,H,open,on
65627,788,H,open,on
65628,789,H,open,on
65629,790,H,open,on
65630,791,H,open,on
65631,792,H,open,on
65632,793,H,open,on
65633,794,H,open,on
65634,795,H,open,on
65635,796,H,open,on
65636,797,H,open,on
65637,798,H,open,on
65638,799,H,open,on
65639,800,H,open,on
65640,801,HH,transitioning,on
65641,773,H,transitioning,on
65642,745,H,transitioning,on
65643,717,H,open,on
65644,718,H,open,on
65645,719,H,open,on
65646,720,H,open,on
65647,721,H,open,on
65648,722,H,open,on
65649,723,H,open,on
65650,724,H,open,on
65651,725,H,open,on
65652,726,H,open,on
65653,727,H,open,on
65654,728,H,open,on
65655,729,H,open,on
65656,730,H,open,on
65657,731,H,open,on
65658,732,H,open,on
65659,733,H,open,on
65660,734,H,open,on
65661,735,H,open,on
65662,736,H,open,on
65663,737,H,open,on
65664,738,H,open,on
65665,739,H,open,on
65666,740,H,open,on
65667,741,H,open,on
65668,742,H,open,on
65669,743,H,open,on
65670,744,H,open,on
65671,745,H,open,on
65672,746,H,open,on
65673,747,H,open,on
65674,748,H,open,on
65675,749,H,open,on
65676,750,H,open,on
65677,751,H,open,on
65678,752,H,open,on
65679,753,H,open,on
65680,754,H,open,on
65681,755,H,open,on
65682,756,H,open,on
65683,757,H,open,on
65684,758,H,open,on
65685,759,H,open,on
65686,760,H,open,on
65687,761,H,open,on
65688,762,H,open,on
65689,763,H,open,on
65690,764,H,open,on
65691,765,H,open,on
65692,766,H,open,on
65693,767,H,open,on
65694,768,H,open,on
65695,769,H,open,on
65696,770,H,open,on
65697,771,H,open,on
65698,772,H,open,on
65699,773,H,open,on
65700,774,H,open,on
65701,775,H,open,on
65702,776,H,open,on
65703,777,H,open,on
65704,778,H,open,on
65705,779,H,open,on
65706,780,H,open,on
65707,781,H,open,on
65708,782,H,open,on
65709,783,H,open,on
65710,784,H,open,on
65711,785,H,open,on
65712,786,H,open,on
65713,787,H,open,on
65714,788,H,open,on
65715,789,H,open,on
65716,790,H,open,on
65717,791,H,open,on
65718,792,H,open,on
65719,793,H,open,on
65720,794,H,open,on
65721,795,H,open,on
65722,796,H,open,on
65723,797,H,open,on
65724,798,H,open,on
65725,799,H,open,on
65726,800,H,open,on
65727,801,HH,transitioning,on
65728,773,H,transitioning,on
65729,745,H,transitioning,on
65730,717,H,open,on
65731,718,H,open,on
65732,719,H,open,on
65733,720,H,open,on
65734,721,H,open,on
65735,722,H,open,on
65736,723,H,open,on
65737,724,H,open,on
65738,725,H,open,on
65739,726,H,open,on
65740,727,H,open,on
65741,728,H,open,on
65742,729,H,open,on
65743,730,H,open,on
65744,731,H,open,on
65745,732,H,open,on
65746,733,H,open,on
65747,734,H,open,on
65748,735,H,open,on
65749,736,H,open,on
65750,737,H,open,on
65751,738,H,open,on
65752,739,H,open,on
65753,740,H,open,on
65754,741,H,open,on
65755,742,H,open,on
65756,743,H,open,on
65757,744,H,open,on
65758,745,H,open,on
65759,746,H,open,on
65760,747,H,open,on
65761,748,H,open,on
65762,749,H,open,on
65763,750,H,open,on
65764,751,H,open,on
65765,752,H,open,on
65766,753,H,open,on
65767,754,H,open,on
65768,755,H,open,on
65769,756,H,open,on
65770,757,H,open,on
65771,758,H,open,on
65772,759,H,open,on
65773,760,H,open,on
65774,761,H,open,on
65775,762,H,open,on
65776,763,H,open,on
65777,764,H,open,on
65778,765,H,open,on
65779,766,H,open,on
65780,767,H,open,on
65781,768,H,open,on
65782,769,H,open,on
65783,770,H,open,on
65784,771,H,open,on
65785,772,H,open,on
65786,773,H,open,on
65787,774,H,open,on
65788,775,H,open,on
65789,776,H,open,on
65790,777,H,open,on
65791,778,H,open,on
65792,779,H,open,on
65793,780,H,open,on
65794,781,H,open,on
65795,782,H,open,on
65796,783,H,open,on
65797,784,H,open,on
65798,785,H,open,on
65799,786,H,open,on
65800,787,H,open,on
65801,788,H,open,on
65802,789,H,open,on
65803,790,H,open,on
65804,791,H,open,on
65805,792,H,open,on
65806,793,H,open,on
65807,794,H,open,on
65808,795,H,open,on
65809,796,H,open,on
65810,797,H,open,on
65811,798,H,open,on
65812,799,H,open,on
65813,800,H,open,on
65814,801,HH,transitioning,on
65815,773,H,transitioning,on
65816,745,H,transitioning,on
65817,717,H,open,on
65818,718,H,open,on
65819,719,H,open,on
65820,720,H,open,on
65821,721,H,open,on
65822,722,H,open,on
65823,723,H,open,on
65824,724,H,open,on
65825,725,H,open,on
65826,726,H,open,on
65827,727,H,open,on
65828,728,H,open,on
65829,729,H,open,on
65830,730,H,open,on
65831,731,H,open,on
65832,732,H,open,on
65833,733,H,open,on
65834,734,H,open,on
65835,735,H,open,on
65836,736,H,open,on
65837,737,H,open,on
65838,738,H,open,on
65839,739,H,open,on
65840,740,H,open,on
65841,741,H,open,on
65842,742,H,open,on
65843,743,H,open,on
65844,744,H,open,on
65845,745,H,open,on
65846,746,H,open,on
65847,747,H,open,on
65848,748,H,open,on
65849,749,H,open,on
65850,750,H,open,on
65851,751,H,open,on
65852,752,H,open,on
65853,753,H,open,on
65854,754,H,open,on
65855,755,H,open,on
65856,756,H,open,on
65857,757,H,open,on
65858,758,H,open,on
65859,759,H,open,on
65860,760,H,open,on
65861,761,H,open,on
65862,762,H,open,on
65863,763,H,open,on
65864,764,H,open,on
65865,765,H,open,on
65866,766,H,open,on
65867,767,H,open,on
65868,768,H,open,on
65869,769,H,open,on
65870,770,H,open,on
65871,771,H,open,on
65872,772,H,open,on
65873,773,H,open,on
65874,774,H,open,on
65875,775,H,open,on
65876,776,H,open,on
65877,777,H,open,on
65878,778,H,open,on
65879,779,H,open,on
65880,780,H,open,on
65881,781,H,open,on
65882,782,H,open,on
65883,783,H,open,on
65884,784,H,open,on
65885,785,H,open,on
65886,786,H,open,on
65887,787,H,open,on
65888,788,H,open,on
65889,789,H,open,on
65890,790,H,open,on
65891,791,H,open,on
65892,792,H,open,on
65893,793,H,open,on
65894,794,H,open,on
65895,795,H,open,on
65896,796,H,open,on
65897,797,H,open,on
65898,798,H,open,on
65899,799,H,open,on
65900,800,H,open,on
65901,801,HH,transitioning,on
65902,773,H,transitioning,on
65903,745,H,transitioning,on
65904,717,H,open,on
65905,718,H,open,on
65906,719,H,open,on
65907,720,H,open,on
65908,721,H,open,on
65909,722,H,open,on
65910,723,H,open,on
65911,724,H,open,on
65912,725,H,open,on
65913,726,H,open,on
65914,727,H,open,on
65915,728,H,open,on
65916,729,H,open,on
65917,730,H,open,on
65918,731,H,open,on
65919,732,H,open,on
65920,733,H,open,on
65921,734,H,open,on
65922,735,H,open,on
65923,736,H,open,on
65924,737,H,open,on
65925,738,H,open,on
65926,739,H,open,on
65927,740,H,open,on
65928,741,H,open,on
65929,742,H,open,on
65930,743,H,open,on
65931,744,H,open,on
65932,745,H,open,on
65933,746,H,open,on
65934,747,H,open,on
65935,748,H,open,on
65936,749,H,open,on
65937,750,H,open,on
65938,751,H,open,on
65939,752,H,open,on
65940,753,H,open,on
65941,754,H,open,on
65942,755,H,open,on
65943,756,H,open,on
65944,757,H,open,on
65945,758,H,open,on
65946,759,H,open,on
65947,760,H,open,on
65948,761,H,open,on
65949,762,H,open,on
65950,763,H,open,on
65951,764,H,open,on
65952,765,H,open,on
65953,766,H,open,on
65954,767,H,open,on
65955,768,H,open,on
65956,769,H,open,on
65957,770,H,open,on
65958,771,H,open,on
65959,772,H,open,on
65960,773,H,open,on
65961,774,H,open,on
65962,775,H,open,on
65963,776,H,open,on
65964,777,H,open,on
65965,778,H,open,on
65966,779,H,open,on
65967,780,H,open,on
65968,781,H,open,on
65969,782,H,open,on
65970,783,H,open,on
65971,784,H,open,on
65972,785,H,open,on
65973,786,H,open,on
65974,787,H,open,on
65975,788,H,open,on
65976,789,H,open,on
65977,790,H,open,on
65978,791,H,open,on
65979,792,H,open,on
65980,793,H,open,on
65981,794,H,open,on
65982,795,H,open,on
65983,796,H,open,on
65984,797,H,open,on
65985,798,H,open,on
65986,799,H,open,on
65987,800,H,open,on
65988,801,HH,transitioning,on
65989,773,H,transitioning,on
65990,745,H,transitioning,on
65991,717,H,open,on
65992,718,H,open,on
65993,719,H,open,on
65994,720,H,open,on
65995,721,H,open,on
65996,722,H,open,on
65997,723,H,open,on
65998,724,H,open,on
65999,725,H,open,on
66000,726,H,open,on
66001,727,H,open,on
66002,728,H,open,on
66003,729,H,open,on
66004,730,H,open,on
66005,731,H,open,on
66006,732,H,open,on
66007,733,H,open,on
66008,734,H,open,on
66009,735,H,open,on
66010,736,H,open,on
66011,737,H,open,on
66012,738,H,open,on
66013,739,H,open,on
66014,740,H,open,on
66015,741,H,open,on
66016,742,H,open,on
66017,743,H,open,on
66018,744,H,open,on
66019,745,H,open,on
66020,746,H,open,on
66021,747,H,open,on
66022,748,H,open,on
66023,749,H,open,on
66024,750,H,open,on
66025,751,H,open,on
66026,752,H,open,on
66027,753,H,open,on
66028,754,H,open,on
66029,755,H,open,on
66030,756,H,open,on
66031,757,H,open,on
66032,758,H,open,on
66033,759,H,open,on
66034,760,H,open,on
66035,761,H,open,on
66036,762,H,open,on
66037,763,H,open,on
66038,764,H,open,on
66039,765,H,open,on
66040,766,H,open,on
66041,767,H,open,on
66042,768,H,open,on
66043,769,H,open,on
66044,770,H,open,on
66045,771,H,open,on
66046,772,H,open,on
66047,773,H,open,on
66048,774,H,open,on
66049,775,H,open,on
66050,776,H,open,on
66051,777,H,open,on
66052,778,H,open,on
66053,779,H,open,on
66054,780,H,open,on
66055,781,H,open,on
66056,782,H,open,on
66057,783,H,open,on
66058,784,H,open,on
66059,785,H,open,on
66060,786,H,open,on
66061,787,H,open,on
66062,788,H,open,on
66063,789,H,open,on
66064,790,H,open,on
66065,791,H,open,on
66066,792,H,open,on
66067,793,H,open,on
66068,794,H,open,on
66069,795,H,open,on
66070,796,H,open,on
66071,797,H,open,on
66072,798,H,open,on
66073,799,H,open,on
66074,800,H,open,on
66075,801,HH,transitioning,on
66076,773,H,transitioning,on
66077,745,H,transitioning,on
66078,717,H,open,on
66079,718,H,open,on
66080,719,H,open,on
66081,720,H,open,on
66082,721,H,open,on
66083,722,H,open,on
66084,723,H,open,on
66085,724,H,open,on
66086,725,H,open,on
66087,726,H,open,on
66088,727,H,open,on
66089,728,H,open,on
66090,729,H,open,on
66091,730,H,open,on
66092,731,H,open,on
66093,732,H,open,on
66094,733,H,open,on
66095,734,H,open,on
66096,735,H,open,on
66097,736,H,open,on
66098,737,H,open,on
66099,738,H,open,on
66100,739,H,open,on
66101,740,H,open,on
66102,741,H,open,on
66103,742,H,open,on
66104,743,H,open,on
66105,744,H,open,on
66106,745,H,open,on
66107,746,H,open,on
66108,747,H,open,on
66109,748,H,open,on
66110,749,H,open,on
66111,750,H,open,on
66112,751,H,open,on
66113,752,H,open,on
66114,753,H,open,on
66115,754,H,open,on
66116,755,H,open,on
66117,756,H,open,on
66118,757,H,open,on
66119,758,H,open,on
66120,759,H,open,on
66121,760,H,open,on
66122,761,H,open,on
66123,762,H,open,on
66124,763,H,open,on
66125,764,H,open,on
66126,765,H,open,on
66127,766,H,open,on
66128,767,H,open,on
66129,768,H,open,on
66130,769,H,open,on
66131,770,H,open,on
66132,771,H,open,on
66133,772,H,open,on
66134,773,H,open,on
66135,774,H,open,on
66136,775,H,open,on
66137,776,H,open,on
66138,777,H,open,on
66139,778,H,open,on
66140,779,H,open,on
66141,780,H,open,on
66142,781,H,open,on
66143,782,H,open,on
66144,783,H,open,on
66145,784,H,open,on
66146,785,H,open,on
66147,786,H,open,on
66148,787,H,open,on
66149,788,H,open,on
66150,789,H,open,on
66151,790,H,open,on
66152,791,H,open,on
66153,792,H,open,on
66154,793,H,open,on
66155,794,H,open,on
66156,795,H,open,on
66157,796,H,open,on
66158,797,H,open,on
66159,798,H,open,on
66160,799,H,open,on
66161,800,H,open,on
66162,801,HH,transitioning,on
66163,773,H,transitioning,on
66164,745,H,transitioning,on
66165,717,H,open,on
66166,718,H,open,on
66167,719,H,open,on
66168,720,H,open,on
66169,721,H,open,on
66170,722,H,open,on
66171,723,H,open,on
66172,724,H,open,on
66173,725,H,open,on
66174,726,H,open,on
66175,727,H,open,on
66176,728,H,open,on
66177,729,H,open,on
66178,730,H,open,on
66179,731,H,open,on
66180,732,H,open,on
66181,733,H,open,on
66182,734,H,open,on
66183,735,H,open,on
66184,736,H,open,on
66185,737,H,open,on
66186,738,H,open,on
66187,739,H,open,on
66188,740,H,open,on
66189,741,H,open,on
